"","values","timepoint","id","process"
"35",0.06425389369861,35,"AR(1)_1","AR(1)"
"36",0.0813678773468097,36,"AR(1)_1","AR(1)"
"37",-0.0363284185162281,37,"AR(1)_1","AR(1)"
"38",-0.0852808831027032,38,"AR(1)_1","AR(1)"
"39",0.00234584297260175,39,"AR(1)_1","AR(1)"
"40",0.0777916296405823,40,"AR(1)_1","AR(1)"
"41",0.0198820306412101,41,"AR(1)_1","AR(1)"
"42",0.0960635849019055,42,"AR(1)_1","AR(1)"
"43",0.078236021997469,43,"AR(1)_1","AR(1)"
"44",-0.0299082305260895,44,"AR(1)_1","AR(1)"
"45",0.0221486769320067,45,"AR(1)_1","AR(1)"
"46",-0.104076838835277,46,"AR(1)_1","AR(1)"
"47",0.101671634635993,47,"AR(1)_1","AR(1)"
"48",0.238708643704983,48,"AR(1)_1","AR(1)"
"49",0.0587613098353424,49,"AR(1)_1","AR(1)"
"50",-0.0809089386975161,50,"AR(1)_1","AR(1)"
"51",0.0246083872652349,51,"AR(1)_1","AR(1)"
"52",-0.00366210548198849,52,"AR(1)_1","AR(1)"
"53",0.238696933857682,53,"AR(1)_1","AR(1)"
"54",0.091554773269756,54,"AR(1)_1","AR(1)"
"55",0.10559584555298,55,"AR(1)_1","AR(1)"
"56",0.0450385540992586,56,"AR(1)_1","AR(1)"
"57",-0.0563118992485371,57,"AR(1)_1","AR(1)"
"58",-0.00364552974798054,58,"AR(1)_1","AR(1)"
"59",-0.181954074788296,59,"AR(1)_1","AR(1)"
"60",0.0737738562409702,60,"AR(1)_1","AR(1)"
"61",0.0448348763175779,61,"AR(1)_1","AR(1)"
"62",0.235195117563246,62,"AR(1)_1","AR(1)"
"63",0.141628999915265,63,"AR(1)_1","AR(1)"
"64",-0.0143430431260755,64,"AR(1)_1","AR(1)"
"65",0.0553354180984753,65,"AR(1)_1","AR(1)"
"66",-0.071275595925035,66,"AR(1)_1","AR(1)"
"67",-0.153873578393924,67,"AR(1)_1","AR(1)"
"68",-0.0324048078058234,68,"AR(1)_1","AR(1)"
"69",-0.0572911104441727,69,"AR(1)_1","AR(1)"
"70",-0.0228059090145067,70,"AR(1)_1","AR(1)"
"71",-0.00168823119063626,71,"AR(1)_1","AR(1)"
"72",-0.0596273870950617,72,"AR(1)_1","AR(1)"
"73",-0.0807178281198749,73,"AR(1)_1","AR(1)"
"74",-0.0458049927603332,74,"AR(1)_1","AR(1)"
"75",0.0994867025531872,75,"AR(1)_1","AR(1)"
"76",-0.112561999021701,76,"AR(1)_1","AR(1)"
"77",0.0143698191541616,77,"AR(1)_1","AR(1)"
"78",0.0390429647830165,78,"AR(1)_1","AR(1)"
"79",0.121927169640843,79,"AR(1)_1","AR(1)"
"80",0.0183524754929071,80,"AR(1)_1","AR(1)"
"81",0.0443428711887917,81,"AR(1)_1","AR(1)"
"82",0.0444470275527398,82,"AR(1)_1","AR(1)"
"83",-0.0364731920780691,83,"AR(1)_1","AR(1)"
"84",0.10619750376709,84,"AR(1)_1","AR(1)"
"85",0.158519263076331,85,"AR(1)_1","AR(1)"
"86",0.133429070182032,86,"AR(1)_1","AR(1)"
"87",0.212054973526897,87,"AR(1)_1","AR(1)"
"88",0.140670631967289,88,"AR(1)_1","AR(1)"
"89",-0.0713909680588879,89,"AR(1)_1","AR(1)"
"90",-0.0858829286472438,90,"AR(1)_1","AR(1)"
"91",-0.156814432948733,91,"AR(1)_1","AR(1)"
"92",-0.110065836823424,92,"AR(1)_1","AR(1)"
"93",-0.106063002451782,93,"AR(1)_1","AR(1)"
"94",-0.0382136136662894,94,"AR(1)_1","AR(1)"
"95",-0.10637761032176,95,"AR(1)_1","AR(1)"
"96",-0.0267481668882966,96,"AR(1)_1","AR(1)"
"97",-0.0761577311472004,97,"AR(1)_1","AR(1)"
"98",0.146265634478384,98,"AR(1)_1","AR(1)"
"99",0.130177001393074,99,"AR(1)_1","AR(1)"
"100",0.143088223506752,100,"AR(1)_1","AR(1)"
"101",-0.194499012749166,1,"AR(1)_10","AR(1)"
"102",-0.103447444512066,2,"AR(1)_10","AR(1)"
"103",0.0687989725038869,3,"AR(1)_10","AR(1)"
"104",0.103097739804288,4,"AR(1)_10","AR(1)"
"105",0.0174157403198435,5,"AR(1)_10","AR(1)"
"106",0.105710766469276,6,"AR(1)_10","AR(1)"
"107",0.116423319426093,7,"AR(1)_10","AR(1)"
"108",0.0555040544200193,8,"AR(1)_10","AR(1)"
"109",-0.07329276384723,9,"AR(1)_10","AR(1)"
"110",-0.0488321440056159,10,"AR(1)_10","AR(1)"
"111",0.0730192686071617,11,"AR(1)_10","AR(1)"
"112",0.0775055599265257,12,"AR(1)_10","AR(1)"
"113",-0.0286288397014104,13,"AR(1)_10","AR(1)"
"114",-0.229980219697517,14,"AR(1)_10","AR(1)"
"115",-0.159478681666519,15,"AR(1)_10","AR(1)"
"116",-0.275697591857625,16,"AR(1)_10","AR(1)"
"117",-0.23679883889614,17,"AR(1)_10","AR(1)"
"118",-0.132085691073926,18,"AR(1)_10","AR(1)"
"119",-0.121589819468362,19,"AR(1)_10","AR(1)"
"120",-0.135851810459114,20,"AR(1)_10","AR(1)"
"121",-0.0645168248061272,21,"AR(1)_10","AR(1)"
"122",-0.0511847829326971,22,"AR(1)_10","AR(1)"
"123",-0.205847958620993,23,"AR(1)_10","AR(1)"
"124",-0.0901337900559337,24,"AR(1)_10","AR(1)"
"125",0.0608031180300806,25,"AR(1)_10","AR(1)"
"126",0.0428138432110637,26,"AR(1)_10","AR(1)"
"127",-0.120868820549333,27,"AR(1)_10","AR(1)"
"128",-0.19189896445577,28,"AR(1)_10","AR(1)"
"129",-0.0405508629216475,29,"AR(1)_10","AR(1)"
"130",-0.19212902054463,30,"AR(1)_10","AR(1)"
"131",-0.109306009175085,31,"AR(1)_10","AR(1)"
"132",-0.1088787025245,32,"AR(1)_10","AR(1)"
"133",0.0651036589342507,33,"AR(1)_10","AR(1)"
"134",-0.0502130244294292,34,"AR(1)_10","AR(1)"
"135",-0.102951463271881,35,"AR(1)_10","AR(1)"
"136",0.042266805000093,36,"AR(1)_10","AR(1)"
"137",-0.0798584766759538,37,"AR(1)_10","AR(1)"
"138",-0.034824924217968,38,"AR(1)_10","AR(1)"
"139",0.00932254557035189,39,"AR(1)_10","AR(1)"
"140",-0.026391849922277,40,"AR(1)_10","AR(1)"
"141",-0.0783181982838442,41,"AR(1)_10","AR(1)"
"142",0.0341954843099842,42,"AR(1)_10","AR(1)"
"143",-0.0263855609791805,43,"AR(1)_10","AR(1)"
"144",-0.0440098808990074,44,"AR(1)_10","AR(1)"
"145",0.119191442959593,45,"AR(1)_10","AR(1)"
"146",0.26145328754885,46,"AR(1)_10","AR(1)"
"147",0.155163241472442,47,"AR(1)_10","AR(1)"
"148",0.140699535012893,48,"AR(1)_10","AR(1)"
"149",-0.0339413804127067,49,"AR(1)_10","AR(1)"
"150",0.0397131470677499,50,"AR(1)_10","AR(1)"
"151",-0.0487041665278207,51,"AR(1)_10","AR(1)"
"152",0.00961708223184827,52,"AR(1)_10","AR(1)"
"153",-0.119912613994983,53,"AR(1)_10","AR(1)"
"154",-0.093582673109774,54,"AR(1)_10","AR(1)"
"155",-0.120465334716383,55,"AR(1)_10","AR(1)"
"156",-0.0141745695191269,56,"AR(1)_10","AR(1)"
"157",0.100967811760566,57,"AR(1)_10","AR(1)"
"158",0.161999708512206,58,"AR(1)_10","AR(1)"
"159",0.138368949168188,59,"AR(1)_10","AR(1)"
"160",0.00722671793571707,60,"AR(1)_10","AR(1)"
"161",0.0591651634600985,61,"AR(1)_10","AR(1)"
"162",-0.100965905804881,62,"AR(1)_10","AR(1)"
"163",-0.00229414105938452,63,"AR(1)_10","AR(1)"
"164",-0.143960381703423,64,"AR(1)_10","AR(1)"
"165",-0.162428703169229,65,"AR(1)_10","AR(1)"
"166",-0.0868218363211508,66,"AR(1)_10","AR(1)"
"167",-0.183722358202014,67,"AR(1)_10","AR(1)"
"168",0.0437816848406254,68,"AR(1)_10","AR(1)"
"169",-0.130470028220916,69,"AR(1)_10","AR(1)"
"170",-0.0952267928960888,70,"AR(1)_10","AR(1)"
"171",-0.14325458136278,71,"AR(1)_10","AR(1)"
"172",0.0949568018602976,72,"AR(1)_10","AR(1)"
"173",0.097265526202727,73,"AR(1)_10","AR(1)"
"174",0.016640059579164,74,"AR(1)_10","AR(1)"
"175",0.0779454514565114,75,"AR(1)_10","AR(1)"
"176",0.10283826395671,76,"AR(1)_10","AR(1)"
"177",0.0851594920210978,77,"AR(1)_10","AR(1)"
"178",0.0499468589402495,78,"AR(1)_10","AR(1)"
"179",0.0859551574092944,79,"AR(1)_10","AR(1)"
"180",0.256434029257274,80,"AR(1)_10","AR(1)"
"181",-0.0158208957036306,81,"AR(1)_10","AR(1)"
"182",-0.0137239417312013,82,"AR(1)_10","AR(1)"
"183",-0.0471250441811324,83,"AR(1)_10","AR(1)"
"184",-0.0379982520477157,84,"AR(1)_10","AR(1)"
"185",-0.00824482267834604,85,"AR(1)_10","AR(1)"
"186",0.112236902729713,86,"AR(1)_10","AR(1)"
"187",0.104390495786934,87,"AR(1)_10","AR(1)"
"188",-0.100208312520925,88,"AR(1)_10","AR(1)"
"189",-0.200751049544174,89,"AR(1)_10","AR(1)"
"190",0.00899217013864784,90,"AR(1)_10","AR(1)"
"191",0.0184136635742317,91,"AR(1)_10","AR(1)"
"192",0.130068304439831,92,"AR(1)_10","AR(1)"
"193",-0.0241531121418705,93,"AR(1)_10","AR(1)"
"194",0.0322762957322426,94,"AR(1)_10","AR(1)"
"195",-0.091083818170338,95,"AR(1)_10","AR(1)"
"196",0.0347238693311279,96,"AR(1)_10","AR(1)"
"197",-0.0494317537643315,97,"AR(1)_10","AR(1)"
"198",0.0365447649392823,98,"AR(1)_10","AR(1)"
"199",0.080716574558873,99,"AR(1)_10","AR(1)"
"200",-0.133518455908996,100,"AR(1)_10","AR(1)"
"201",0.0365895563889398,1,"AR(1)_11","AR(1)"
"202",-0.0857762350116521,2,"AR(1)_11","AR(1)"
"203",-0.117153817671057,3,"AR(1)_11","AR(1)"
"204",-0.0816966995857207,4,"AR(1)_11","AR(1)"
"205",-0.186508019542993,5,"AR(1)_11","AR(1)"
"206",-0.100159732363693,6,"AR(1)_11","AR(1)"
"207",-0.155058396216232,7,"AR(1)_11","AR(1)"
"208",-0.0607906617185462,8,"AR(1)_11","AR(1)"
"209",-0.0466132187621806,9,"AR(1)_11","AR(1)"
"210",0.070131877286258,10,"AR(1)_11","AR(1)"
"211",-0.0311627770731714,11,"AR(1)_11","AR(1)"
"212",-0.0780369226873572,12,"AR(1)_11","AR(1)"
"213",-0.0994665312964448,13,"AR(1)_11","AR(1)"
"214",-0.0413724317914053,14,"AR(1)_11","AR(1)"
"215",-0.0608094512520667,15,"AR(1)_11","AR(1)"
"216",0.0109319694440549,16,"AR(1)_11","AR(1)"
"217",0.0116898460067623,17,"AR(1)_11","AR(1)"
"218",0.00539181844076951,18,"AR(1)_11","AR(1)"
"219",-0.0166032836839174,19,"AR(1)_11","AR(1)"
"220",-0.083211378026106,20,"AR(1)_11","AR(1)"
"221",-0.0553902332849382,21,"AR(1)_11","AR(1)"
"222",-0.120514952060995,22,"AR(1)_11","AR(1)"
"223",-0.158634385039495,23,"AR(1)_11","AR(1)"
"224",-0.157268775433634,24,"AR(1)_11","AR(1)"
"225",0.00495491424480367,25,"AR(1)_11","AR(1)"
"226",-0.155767820831561,26,"AR(1)_11","AR(1)"
"227",-0.149300974155189,27,"AR(1)_11","AR(1)"
"228",-0.0112526851263653,28,"AR(1)_11","AR(1)"
"229",-0.0231063439149852,29,"AR(1)_11","AR(1)"
"230",0.145312932452372,30,"AR(1)_11","AR(1)"
"231",-0.00301283403187105,31,"AR(1)_11","AR(1)"
"232",-0.035980782346383,32,"AR(1)_11","AR(1)"
"233",-0.178043943492495,33,"AR(1)_11","AR(1)"
"234",-0.0691794333869944,34,"AR(1)_11","AR(1)"
"235",0.0615024946619863,35,"AR(1)_11","AR(1)"
"236",-0.0626739704604306,36,"AR(1)_11","AR(1)"
"237",0.0639354947997756,37,"AR(1)_11","AR(1)"
"238",-0.00881323669302456,38,"AR(1)_11","AR(1)"
"239",-0.22220343151001,39,"AR(1)_11","AR(1)"
"240",-0.000875554454799685,40,"AR(1)_11","AR(1)"
"241",0.0720354338327227,41,"AR(1)_11","AR(1)"
"242",0.0507994415591393,42,"AR(1)_11","AR(1)"
"243",0.0993068340237317,43,"AR(1)_11","AR(1)"
"244",0.0167233436017362,44,"AR(1)_11","AR(1)"
"245",-0.0751609108220776,45,"AR(1)_11","AR(1)"
"246",0.0199090513997321,46,"AR(1)_11","AR(1)"
"247",0.0238828553684946,47,"AR(1)_11","AR(1)"
"248",0.0638157849651647,48,"AR(1)_11","AR(1)"
"249",0.00986180856779418,49,"AR(1)_11","AR(1)"
"250",0.0478240554913816,50,"AR(1)_11","AR(1)"
"251",0.167916681719509,51,"AR(1)_11","AR(1)"
"252",0.0731831824673468,52,"AR(1)_11","AR(1)"
"253",-0.0556280138062929,53,"AR(1)_11","AR(1)"
"254",0.211718100198213,54,"AR(1)_11","AR(1)"
"255",0.0725669448585462,55,"AR(1)_11","AR(1)"
"256",-0.165993959162345,56,"AR(1)_11","AR(1)"
"257",-0.0125264346340838,57,"AR(1)_11","AR(1)"
"258",0.164340907829172,58,"AR(1)_11","AR(1)"
"259",-0.0133604589185595,59,"AR(1)_11","AR(1)"
"260",-0.112870243576194,60,"AR(1)_11","AR(1)"
"261",-0.105935609667666,61,"AR(1)_11","AR(1)"
"262",0.0330659221918186,62,"AR(1)_11","AR(1)"
"263",0.058573975128249,63,"AR(1)_11","AR(1)"
"264",0.0110862220066736,64,"AR(1)_11","AR(1)"
"265",-0.0718751934257066,65,"AR(1)_11","AR(1)"
"266",-0.0059230685648216,66,"AR(1)_11","AR(1)"
"267",0.109576964221115,67,"AR(1)_11","AR(1)"
"268",0.0594881040512124,68,"AR(1)_11","AR(1)"
"269",-0.0450819717877529,69,"AR(1)_11","AR(1)"
"270",0.0272621716998668,70,"AR(1)_11","AR(1)"
"271",-0.0958497963250506,71,"AR(1)_11","AR(1)"
"272",0.00181659634443174,72,"AR(1)_11","AR(1)"
"273",-0.0057507305549527,73,"AR(1)_11","AR(1)"
"274",0.0292493367880669,74,"AR(1)_11","AR(1)"
"275",-0.0488684207512293,75,"AR(1)_11","AR(1)"
"276",-0.110305837458687,76,"AR(1)_11","AR(1)"
"277",0.182038562594736,77,"AR(1)_11","AR(1)"
"278",0.0124927542179639,78,"AR(1)_11","AR(1)"
"279",-0.124789107873544,79,"AR(1)_11","AR(1)"
"280",0.000729477126964626,80,"AR(1)_11","AR(1)"
"281",-0.0850416353880806,81,"AR(1)_11","AR(1)"
"282",-0.184619833090081,82,"AR(1)_11","AR(1)"
"283",0.0463849567032182,83,"AR(1)_11","AR(1)"
"284",-0.0842325558911828,84,"AR(1)_11","AR(1)"
"285",0.0601339734220287,85,"AR(1)_11","AR(1)"
"286",-0.0302618764725509,86,"AR(1)_11","AR(1)"
"287",0.0392047619170255,87,"AR(1)_11","AR(1)"
"288",-0.019577183485125,88,"AR(1)_11","AR(1)"
"289",0.124822455266457,89,"AR(1)_11","AR(1)"
"290",-0.0640862026309326,90,"AR(1)_11","AR(1)"
"291",0.11567651274356,91,"AR(1)_11","AR(1)"
"292",-0.0139472732881113,92,"AR(1)_11","AR(1)"
"293",-0.0497457712013567,93,"AR(1)_11","AR(1)"
"294",0.00446556881763379,94,"AR(1)_11","AR(1)"
"295",0.0614643426822612,95,"AR(1)_11","AR(1)"
"296",0.0125816656749996,96,"AR(1)_11","AR(1)"
"297",-0.201941681354009,97,"AR(1)_11","AR(1)"
"298",-0.0222141140075759,98,"AR(1)_11","AR(1)"
"299",0.0400534964264415,99,"AR(1)_11","AR(1)"
"300",-0.0846382308484977,100,"AR(1)_11","AR(1)"
"301",-0.0488514307265482,1,"AR(1)_12","AR(1)"
"302",0.0232609079296162,2,"AR(1)_12","AR(1)"
"303",-0.0684675950428981,3,"AR(1)_12","AR(1)"
"304",-0.156775267778521,4,"AR(1)_12","AR(1)"
"305",-0.140666757917351,5,"AR(1)_12","AR(1)"
"306",-0.0550715273104107,6,"AR(1)_12","AR(1)"
"307",-0.037270234706381,7,"AR(1)_12","AR(1)"
"308",-0.0852545193304167,8,"AR(1)_12","AR(1)"
"309",0.0847861078954003,9,"AR(1)_12","AR(1)"
"310",0.0679656702430789,10,"AR(1)_12","AR(1)"
"311",0.0778830853231481,11,"AR(1)_12","AR(1)"
"312",0.00182271922111817,12,"AR(1)_12","AR(1)"
"313",0.0230932292260746,13,"AR(1)_12","AR(1)"
"314",0.209957437384973,14,"AR(1)_12","AR(1)"
"315",0.185180886760704,15,"AR(1)_12","AR(1)"
"316",0.043826430187455,16,"AR(1)_12","AR(1)"
"317",-0.0849939118263841,17,"AR(1)_12","AR(1)"
"318",-0.0607360477299818,18,"AR(1)_12","AR(1)"
"319",-0.044204985203469,19,"AR(1)_12","AR(1)"
"320",-0.0045697345389501,20,"AR(1)_12","AR(1)"
"321",0.0127520957387901,21,"AR(1)_12","AR(1)"
"322",0.041307310407239,22,"AR(1)_12","AR(1)"
"323",0.0839210405429431,23,"AR(1)_12","AR(1)"
"324",0.240771993032234,24,"AR(1)_12","AR(1)"
"325",0.0422059323067461,25,"AR(1)_12","AR(1)"
"326",-0.0901668429085118,26,"AR(1)_12","AR(1)"
"327",-0.073312410391232,27,"AR(1)_12","AR(1)"
"328",-0.0778390996353204,28,"AR(1)_12","AR(1)"
"329",-0.00365722200655725,29,"AR(1)_12","AR(1)"
"330",-0.0494141449608529,30,"AR(1)_12","AR(1)"
"331",0.0600448746281963,31,"AR(1)_12","AR(1)"
"332",-0.0764271703875931,32,"AR(1)_12","AR(1)"
"333",-0.0200724448480535,33,"AR(1)_12","AR(1)"
"334",-0.123628266958432,34,"AR(1)_12","AR(1)"
"335",0.00836215591241274,35,"AR(1)_12","AR(1)"
"336",-0.156217703254387,36,"AR(1)_12","AR(1)"
"337",-0.0933374469223464,37,"AR(1)_12","AR(1)"
"338",0.00761161344332128,38,"AR(1)_12","AR(1)"
"339",-0.0946606828856087,39,"AR(1)_12","AR(1)"
"340",-0.018864487217519,40,"AR(1)_12","AR(1)"
"341",0.0655995408430101,41,"AR(1)_12","AR(1)"
"342",-0.0230200947382254,42,"AR(1)_12","AR(1)"
"343",-0.0134765291126896,43,"AR(1)_12","AR(1)"
"344",-0.0166576692884653,44,"AR(1)_12","AR(1)"
"345",0.039019657057257,45,"AR(1)_12","AR(1)"
"346",0.21764134699958,46,"AR(1)_12","AR(1)"
"347",-0.018032467445474,47,"AR(1)_12","AR(1)"
"348",0.0662522236113291,48,"AR(1)_12","AR(1)"
"349",0.0804258638396864,49,"AR(1)_12","AR(1)"
"350",-0.0992569341591619,50,"AR(1)_12","AR(1)"
"351",-0.0647066458694522,51,"AR(1)_12","AR(1)"
"352",0.00553780129590192,52,"AR(1)_12","AR(1)"
"353",0.0428697898861879,53,"AR(1)_12","AR(1)"
"354",0.116589975933527,54,"AR(1)_12","AR(1)"
"355",0.132212833549188,55,"AR(1)_12","AR(1)"
"356",0.072598025104927,56,"AR(1)_12","AR(1)"
"357",0.112471713796472,57,"AR(1)_12","AR(1)"
"358",0.129667700759363,58,"AR(1)_12","AR(1)"
"359",0.247277605764516,59,"AR(1)_12","AR(1)"
"360",-0.116014957850897,60,"AR(1)_12","AR(1)"
"361",0.0507060438306431,61,"AR(1)_12","AR(1)"
"362",0.134788574861511,62,"AR(1)_12","AR(1)"
"363",0.00137536733473113,63,"AR(1)_12","AR(1)"
"364",0.0255821572113096,64,"AR(1)_12","AR(1)"
"365",-0.0327077982524466,65,"AR(1)_12","AR(1)"
"366",-0.0313350815156751,66,"AR(1)_12","AR(1)"
"367",-0.0228650792447382,67,"AR(1)_12","AR(1)"
"368",-0.0725298520190793,68,"AR(1)_12","AR(1)"
"369",-0.156117319527959,69,"AR(1)_12","AR(1)"
"370",-0.100841967201508,70,"AR(1)_12","AR(1)"
"371",0.0113387933557151,71,"AR(1)_12","AR(1)"
"372",-0.0132613370388346,72,"AR(1)_12","AR(1)"
"373",-0.00487873094920618,73,"AR(1)_12","AR(1)"
"374",-0.129357447465041,74,"AR(1)_12","AR(1)"
"375",-0.0719540128184799,75,"AR(1)_12","AR(1)"
"376",0.087664982846724,76,"AR(1)_12","AR(1)"
"377",0.0327280522863025,77,"AR(1)_12","AR(1)"
"378",0.1028068959046,78,"AR(1)_12","AR(1)"
"379",0.023450312868681,79,"AR(1)_12","AR(1)"
"380",0.1207510329033,80,"AR(1)_12","AR(1)"
"381",-0.0058884728036756,81,"AR(1)_12","AR(1)"
"382",-0.0986952223095968,82,"AR(1)_12","AR(1)"
"383",-0.00183324896564224,83,"AR(1)_12","AR(1)"
"384",-0.0992006792576048,84,"AR(1)_12","AR(1)"
"385",0.0500756685243085,85,"AR(1)_12","AR(1)"
"386",0.0329565207582602,86,"AR(1)_12","AR(1)"
"387",0.116552906359714,87,"AR(1)_12","AR(1)"
"388",0.0123922351811167,88,"AR(1)_12","AR(1)"
"389",0.0501850197260147,89,"AR(1)_12","AR(1)"
"390",-0.0493997863122906,90,"AR(1)_12","AR(1)"
"391",-0.0436612736302043,91,"AR(1)_12","AR(1)"
"392",-0.118194405411108,92,"AR(1)_12","AR(1)"
"393",0.145394121128575,93,"AR(1)_12","AR(1)"
"394",0.0633006848996948,94,"AR(1)_12","AR(1)"
"395",0.205372650116905,95,"AR(1)_12","AR(1)"
"396",0.0270032839065619,96,"AR(1)_12","AR(1)"
"397",0.02150720301309,97,"AR(1)_12","AR(1)"
"398",0.0875152856296189,98,"AR(1)_12","AR(1)"
"399",0.0105805825002931,99,"AR(1)_12","AR(1)"
"400",0.0426502294194578,100,"AR(1)_12","AR(1)"
"401",-0.00090542001496044,1,"AR(1)_13","AR(1)"
"402",0.110152259219044,2,"AR(1)_13","AR(1)"
"403",-0.0652984934724907,3,"AR(1)_13","AR(1)"
"404",0.020067693433679,4,"AR(1)_13","AR(1)"
"405",-0.128071375882549,5,"AR(1)_13","AR(1)"
"406",-0.236831265784917,6,"AR(1)_13","AR(1)"
"407",-0.138718047230301,7,"AR(1)_13","AR(1)"
"408",-0.0748819089495289,8,"AR(1)_13","AR(1)"
"409",0.109690387783997,9,"AR(1)_13","AR(1)"
"410",0.0539424796854989,10,"AR(1)_13","AR(1)"
"411",0.0101331108693909,11,"AR(1)_13","AR(1)"
"412",0.0742757673403511,12,"AR(1)_13","AR(1)"
"413",0.055964574034257,13,"AR(1)_13","AR(1)"
"414",0.206002159798291,14,"AR(1)_13","AR(1)"
"415",0.118141105801295,15,"AR(1)_13","AR(1)"
"416",-0.0572845703303084,16,"AR(1)_13","AR(1)"
"417",0.0391045846016498,17,"AR(1)_13","AR(1)"
"418",0.0305772867711104,18,"AR(1)_13","AR(1)"
"419",-0.133700770686289,19,"AR(1)_13","AR(1)"
"420",-0.256184688352462,20,"AR(1)_13","AR(1)"
"421",-0.208169651365476,21,"AR(1)_13","AR(1)"
"422",-0.156082232132077,22,"AR(1)_13","AR(1)"
"423",-0.0632539598584228,23,"AR(1)_13","AR(1)"
"424",0.0594781536304065,24,"AR(1)_13","AR(1)"
"425",-0.0145578881158877,25,"AR(1)_13","AR(1)"
"426",-0.0584743062738678,26,"AR(1)_13","AR(1)"
"427",-0.050712318790458,27,"AR(1)_13","AR(1)"
"428",-0.0808590880510186,28,"AR(1)_13","AR(1)"
"429",-0.0656303657671814,29,"AR(1)_13","AR(1)"
"430",-0.0504059008586677,30,"AR(1)_13","AR(1)"
"431",-0.10643990026573,31,"AR(1)_13","AR(1)"
"432",-0.12727303535102,32,"AR(1)_13","AR(1)"
"433",-0.0408751796321118,33,"AR(1)_13","AR(1)"
"434",0.14265328084399,34,"AR(1)_13","AR(1)"
"435",0.113710799948772,35,"AR(1)_13","AR(1)"
"436",0.206932269360131,36,"AR(1)_13","AR(1)"
"437",0.0359078918215527,37,"AR(1)_13","AR(1)"
"438",-0.0582469833261831,38,"AR(1)_13","AR(1)"
"439",-0.125632693516818,39,"AR(1)_13","AR(1)"
"440",-0.244034630064611,40,"AR(1)_13","AR(1)"
"441",-0.0698991231013415,41,"AR(1)_13","AR(1)"
"442",0.11287571742011,42,"AR(1)_13","AR(1)"
"443",0.072463205897026,43,"AR(1)_13","AR(1)"
"444",0.104537789250603,44,"AR(1)_13","AR(1)"
"445",0.00691327456409336,45,"AR(1)_13","AR(1)"
"446",-0.0518537660757979,46,"AR(1)_13","AR(1)"
"447",0.0026946930647109,47,"AR(1)_13","AR(1)"
"448",-0.0287049449921574,48,"AR(1)_13","AR(1)"
"449",-0.095529591275003,49,"AR(1)_13","AR(1)"
"450",0.0444391990955459,50,"AR(1)_13","AR(1)"
"451",0.166144802747309,51,"AR(1)_13","AR(1)"
"452",0.136425485240744,52,"AR(1)_13","AR(1)"
"453",-0.0715872210173227,53,"AR(1)_13","AR(1)"
"454",0.00119228596311296,54,"AR(1)_13","AR(1)"
"455",-0.0143037962094242,55,"AR(1)_13","AR(1)"
"456",-0.0946137518496889,56,"AR(1)_13","AR(1)"
"457",0.0634610850982051,57,"AR(1)_13","AR(1)"
"458",-0.0666680742203735,58,"AR(1)_13","AR(1)"
"459",-0.0840566801075358,59,"AR(1)_13","AR(1)"
"460",0.081413876415203,60,"AR(1)_13","AR(1)"
"461",0.146948006776287,61,"AR(1)_13","AR(1)"
"462",0.0348349264336882,62,"AR(1)_13","AR(1)"
"463",-0.0947462443614605,63,"AR(1)_13","AR(1)"
"464",-0.0440431962613129,64,"AR(1)_13","AR(1)"
